Plots_ID,Mat_LOESS_GLI_mean_0.06
21032012,22
21041013,19
21041014,19
21041015,17
21041016,22
21041017,14
21041018,13
21042013,15
21042014,19
21042015,16
21042016,18
21042017,16
21042018,17
21051011,18
21051012,21
21051013,17
21051014,20
21051015,21
21052011,21
21052012,22
21052013,23
21052014,23
21052015,23
21021007,22
21021008,22
21021009,22
21021010,22
21021011,22
21021012,22
21021038,21
21022007,20
21022008,21
21022009,21
21022010,21
21022011,22
21022012,23
21022038,23
21031005,23
21031006,22
21031007,23
21031008,22
21032005,21
21032006,22
21032007,22
21032008,22
21041007,21
21041008,20
21041009,20
21041010,20
21041011,21
21041012,18
21042007,20
21042008,20
21042009,20
21042010,19
21042011,16
21042012,17
21051006,19
21051007,17
21051008,21
21051009,17
21051010,17
21052006,20
21052007,22
21052008,20
21052009,21
21052010,21
21021001,18
21021002,18
21021003,21
21021004,21
21021005,22
21021006,19
21021037,19
21022001,18
21022002,21
21022003,19
21022004,20
21022005,19
21022006,21
21022037,22
21031001,21
21031002,22
21031003,22
21031004,21
21032001,21
21032002,22
21032003,22
21032004,19
21041001,22
21041002,21
21041003,22
21041004,21
21041005,23
21041006,19
21042001,19
21042002,22
21042003,21
21042004,19
21042005,17
21042006,20
21051001,19
21051002,20
21051003,18
21051004,22
21051005,21
21052001,21
21052002,22
21052003,21
21052004,21
21052005,20
